Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_H2S;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2021.0;1636.083007;2866.87425236;0.0;2272.5326496400003;1755.8728118879392;512.9;89.45406337719993;508.6473770948611;80.0;1848.3981222260131;1019.7876231411208
2022.0;1550.6159844786314;1157.542571367596;0.0;2665.606062751035;1859.3860675517208;461.60999999999996;99.8970018571294;492.5223138466852;98.63572472030638;889.7005295209707;267.84114525414583
2023.0;1465.1489619572628;1035.458426651055;2695.2965980572417;400.0;2049.4259189873046;451.27493096342954;100.50919159690677;293.6344526551352;98.59226846259224;709.2345623048374;326.2222446497106
2024.0;1379.6819394358943;918.2260951086346;461.45584432725946;400.0;2261.9946056692147;440.578690244612;69.05676431526143;196.02195386685105;108.43541865658585;628.2205032740669;290.0032531651005
2025.0;1294.2149169145257;785.3472014230197;508.86771549150603;400.0;2518.018892918856;429.44894614857657;46.58080364661153;53.293164378190305;119.27965231422614;539.8693633806139;245.47487116824985
2026.0;1208.7478943931571;645.3872460525744;563.3606483405829;400.0;2625.295305310689;417.8976167826183;53.88012896034289;66.33308791778077;131.20358605411414;411.38348854805025;234.00065343136023
2027.0;1123.2808718717886;510.3742245799166;612.9066472918719;400.0;2644.5389802291384;405.9232060075684;41.176470320008235;44.03087333389087;144.29996704049273;326.891377456095;183.47912896678753
2028.0;1037.81384935042;406.2034820823786;631.6103672680413;400.0;2585.729180743393;393.48396981368757;20.096784568729625;51.43252718570697;158.71097388895038;262.40653085803217;143.7943228131685
2029.0;952.3468268290513;322.36225553291786;629.9845712961335;400.0;2454.0947663063407;380.54419614499426;16.539332469184227;56.91314135579179;174.58210174981045;214.85513264582698;107.50452572388902
2030.0;866.8798043076827;256.8355540842324;610.0442502234503;400.0;2278.762086112023;367.1153810995551;16.913931498670976;48.138921680323676;192.0312235761971;165.62355685498738;91.20960849621949
2031.0;781.412781786314;493.93471703732587;287.47806474898834;400.0;2349.170672844096;353.11553593183544;13.248321102500993;57.16227327091635;211.28733753852188;444.1654629117905;49.76828555457855
2032.0;695.9457592649453;419.6779654622196;276.26779380272546;400.0;2364.882281792573;338.63983276582485;12.383587830594559;52.942935917323105;232.39691811582108;373.7894010323736;45.88878302187688
2033.0;610.4787367435766;327.949791644346;282.52894509923044;400.0;2309.240901207242;323.5563372403535;12.39407907037217;47.64075591895097;255.67962197264706;282.3773554495011;45.5735573429307
2034.0;525.011714222208;243.45149563051245;281.56021859169573;400.0;2187.0716228571173;307.89569651070985;12.622786549809343;45.10229092011808;281.2903500319185;194.24012665420523;49.21456912606542
2035.0;439.5446917008393;167.32255468997522;272.2221370108641;400.0;2005.9449172553882;291.6999684156208;13.02166884617996;43.72762302990346;309.36691632237523;114.92477869529307;52.401628622546326
2036.0;354.0776691794706;98.87414266068566;255.20352651878466;400.0;1766.5665075954707;274.8501531194567;14.292540034722677;49.109859166423796;340.29388564853184;49.349321852691375;49.5290979870168
2037.0;268.6106466581019;37.47239297385207;231.13825368424978;400.0;1478.2068884814526;257.37897097815153;15.420410423958987;53.03263068575975;374.2723815745157;1.379267442617837;36.09934240573793
2038.0;183.14362413673328;0.0;200.45359614689596;400.0;1198.799190030471;206.08897097815154;16.4028697019768;56.9158577708531;581.1368274801619;6.045270555344885e-13;2.4987356094370495e-10
2039.0;97.67660161536463;0.0;145.62856921658363;400.0;977.7337889115391;154.79897097815154;16.103897507904186;50.16253263287607;610.981644572186;7.127490692445238e-13;2.9300238563515714e-10
2040.0;12.209579093995984;0.0;24.419158187992025;400.0;787.8833254919414;131.99550432994351;15.480285215126171;42.37467387452813;635.9685397472091;8.998150565549278e-13;3.664687411075618e-10
2041.0;0.0;0.0;0.0;400.0;617.7963825780115;121.04353264594943;14.835388779956059;34.20802148802437;672.673732635345;1.0942405460342376e-12;4.41094050950523e-10
2042.0;0.0;0.0;0.0;400.0;462.2214132561395;110.69907423871996;14.641337693658206;30.23455738949384;709.6434974084908;1.4052298362847727e-12;5.571517139569988e-10
2043.0;0.0;0.0;0.0;400.0;285.27899698019894;136.19716011106323;14.715096528850035;26.03015963602729;665.441370005317;1.7599046931514426e-7;7.46729050737582e-7
2044.0;0.0;33.333333333333336;0.0;366.66666666666674;165.83462924590145;114.34419262993197;14.709343853811928;23.72416458388693;729.6417864067862;0.06470666733346102;33.26653970289727
2045.0;0.0;99.99999999999999;0.0;266.66666666666697;139.51083703048772;90.66747252680784;14.657265555454744;20.999054133151134;802.5976240852906;37.11285053618289;62.88514284050924
2046.0;0.0;99.99999999999999;0.0;166.66666666666688;139.88501741237417;66.07622667961061;14.79082419960863;18.758768738894286;882.8578535280353;45.85840932079576;54.13958587543215
2047.0;0.0;99.99999999999999;0.0;66.66666666666688;168.68310243560444;40.553664366443854;14.567974837087734;16.08027577323813;971.1026003001324;42.93129197731993;57.06692536604743
2048.0;0.0;66.6666666666669;0.0;0.0;192.77452506861877;14.032410335145187;14.569313705139821;13.973519993367573;1068.219189925744;11.63447220132099;55.03065173365073
2049.0;0.0;0.0;0.0;0.0;165.8484356247882;0.0;14.65263822595956;12.273451217870997;1175.39167123115;9.167193531693714e-13;0.00038422857571305565
2050.0;0.0;0.0;0.0;0.0;140.93645381060057;0.0;14.476566668713398;10.435415145474236;1292.902574934576;6.564180064220891e-13;0.00042980344269916664
2051.0;0.0;0.0;0.0;0.0;117.22521491035602;0.0;14.088586798887306;9.622652101357241;1422.1626170972456;5.325451619250116e-13;0.00048167707900846786
2052.0;0.0;0.0;0.0;0.0;95.66279500526092;0.0;13.500048421447472;8.06237148364763;1564.3439111463904;4.57488947428855e-13;0.0005462711133737557
2053.0;0.0;0.0;0.0;0.0;78.57326738113957;0.0;12.063581882521245;5.025945741600104;1720.6571268425485;4.079383287654035e-13;0.0008654874399219443
2054.0;0.0;0.0;0.0;0.0;62.838336880470806;0.0;11.568978495422261;4.165952005246502;1892.6902709531046;3.733739450254379e-13;0.000970861207234741
2055.0;0.0;0.0;0.0;0.0;49.01303751105371;0.0;10.829998066126146;2.9953013032909537;2081.92374164905;3.4459309992236217e-13;0.0010816694880257192
2056.0;0.0;0.0;0.0;0.0;36.92410532328806;0.0;10.118763782046134;1.9701684057195188;2290.0767480455197;3.205825090450799e-13;0.0011968306618837816
2057.0;0.0;0.0;0.0;0.0;26.881256826116918;0.0;9.027199133313822;1.0156493638573219;2519.0398799317986;3.01596584010404e-13;0.0013172172699711033
2058.0;0.0;0.0;0.0;0.0;17.666375435678724;0.0;8.538551691642645;0.6763296987955506;2770.8918271232787;2.851524051583367e-13;0.001446124439773041
2059.0;0.0;0.0;0.0;0.0;8.63271207538073;0.0;8.387664540582845;0.6459988197151475;3047.9166357362355;2.7130513196080805e-13;0.0015918133110924596
2060.0;0.0;0.0;0.0;0.0;-1.309817290027727;0.0;8.99107525590401;0.951454109504448;3352.6194634224153;2.593221289643501e-13;0.0017755226632306966
