Year;CAP_SMR;CAP_electrolysis;CAP_SMRCCS;PROD_SMR;PROD_electrolysis;PROD_SMRCCS;CN_CAP_electrolysis;CN_PROD_electrolysis;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.135;0.35;9.905464357730141;7.527765277825511e-14;0.09290909087755667;0.0;0.0;4.355369962963617;0.0;0.0
2022.0;70.0;0.7829999999999999;0.35;11.07241440029284;0.0370701588435155;3.144900165161682e-11;0.0;0.0;9.635369962978247;0.0;0.0
2023.0;65.33333333333344;4.532400000000002;1.1476831139100814;11.614523640900082;0.6060798709852566;1.9773486586196824e-10;0.0;0.0;7.4353699050194155;0.0;0.0
2024.0;60.6666666666669;26.32212000000001;2.671809123284183;7.808666938964245;4.813664671087055;0.7092438762924946;6.000005407274925;1.0000000000000082;6.418905297023517;7.398506769830992e-13;0.00026784245376152533
2025.0;56.00000000000035;105.31940308169047;2.6484757899521996;2.0013528674158994;11.991429281908909;0.45281654623617257;6.000009912976912;1.0000000000000078;4.190763742405521;7.878332468916511e-13;0.0005403081269660301
2026.0;51.33333333333382;105.3104030816905;9.768106907450589;2.26891638797134;11.24314945979727;2.0427171626058853;6.000016807546701;1.0000000000000073;3.4919613144611836;7.876999827688255e-13;0.0010080104176490188
2027.0;46.66666666666734;105.30140308169051;22.569457365778938;1.5966745014684653;10.351552858339712;4.719749522459584;6.000024923849352;1.000000000000926;2.437983899157924;1.0843224444646362e-10;0.0016447017595732868
2028.0;42.00000000000091;105.29240308169054;29.22487467258071;1.6094034567442532;9.996914438927574;6.170683027983179;6.000034235049019;1.000000000000333;2.601175002580509;4.0884150556630504e-11;0.002485670134118679
2029.0;37.333333333334565;105.28340308169057;34.16128762282677;1.3912765589722458;10.486726209049026;7.011381417258992;6.000001624681488;1.0000000000003606;2.5516522855242436;4.720765628370871e-11;0.00012978706458418828
2030.0;32.66666666666837;105.27440308169061;39.82911329045908;1.1476257453446936;10.852550029716038;8.002086603408008;100.001129477307;10.000000000000403;2.459903337542107;5.5889521436933584e-11;0.09927100273481414
2031.0;28.000000000002583;105.26540308169069;45.45469017275904;0.918952302865672;11.5668996332263;9.02108904808037;100.00107620812355;10.000000335456543;2.3538109576455284;4.0999643303225656e-5;0.10406741004165275
2032.0;23.333333333339958;105.25640308169098;50.15448738358646;1.0128575297031548;12.195172596597642;9.796659729579847;100.00138902161025;10.000000331350288;2.620186989593706;4.468811694982796e-5;0.14777252130027244
2033.0;18.666666668147098;113.28778298159642;50.13115405025711;0.8782020185946708;13.713488933251748;9.90717152141257;100.00156645156996;10.000000000000822;2.8813267582281967;1.3818344563510904e-10;0.1833416554403133
2034.0;14.000000001482068;132.95947527869458;50.10782071692465;0.701630356218293;16.23168141632609;9.065085193774669;100.00134729312911;10.000002811121428;2.8300537211786074;0.0015324759329153163;0.17348409881864907
2035.0;9.333333334816219;179.13648136206777;50.08448738359185;0.3032156329608889;19.327155277216498;7.867626396624497;100.00105687506525;10.000000000000746;2.7258953865457656;1.424027898619344e-10;0.14971630484919043
2036.0;4.666666668150082;211.70772221711368;50.06115405025894;0.15160781650752644;21.822487365132538;7.026379505169508;100.00095639522893;10.000000061316904;2.6079965201972426;1.1686255486175057e-5;0.14904784060973103
2037.0;1.4838694914292707e-9;240.67664213838674;50.037820716925985;7.459897076402348e-11;23.838341142794288;6.660147641246035;100.00091364869937;10.000000071628138;2.8183737584614983;1.4941642508458568e-5;0.15664112641585776
2038.0;1.4843234451030916e-9;264.2565074626104;50.0378207169263;2.737994980197711e-11;25.701526522621005;6.299160355408617;100.00086665904838;10.000000085012394;2.68826012563791;1.9416448364422038e-5;0.16345904228668762
2039.0;1.484889281028623e-9;284.69422240988547;50.0378207169266;1.0696245338179717e-11;27.47202374652982;6.033275955225275;100.00081467869971;10.000000102817783;2.419103669092384;2.5705222945699864e-5;0.16903528867819603
2040.0;1.4856072360162973e-9;306.9559245911834;50.03782071692693;8.986848733865994e-12;29.996435950749667;5.002873322106901;100.00075477441912;10.00000012596684;2.230565988995694;3.450358869277835e-5;0.1722800959897304
2041.0;1.4865381295310513e-9;310.13138095365366;50.03782071692731;9.135064648534673e-12;32.02930575479277;4.468513552531241;100.00068858197287;10.0000001565028;2.0991616782841835;4.699342270088236e-5;0.17290094979603618
2042.0;1.4877720059085922e-9;318.2383457544257;50.037820716927726;8.855545465702143e-12;34.059269179793965;3.940818192355742;100.00061914887914;10.000000197429115;2.0016652351750124;6.502254790605416e-5;0.171024286354728
2043.0;1.489459701870597e-9;338.2670667742319;50.03782071692819;8.31594237036567e-12;36.06162619829062;3.437642007273441;100.00054745311529;10.000000254619746;1.9421088564440683;9.201832158068279e-5;0.1663519969231078
2044.0;1.4918554457743826e-9;368.0888056574644;50.037820716928714;8.081270978264383e-12;38.320747266835376;2.6781792353483977;100.00044049970404;10.000000340496792;1.8926707693118765;0.00013507416353294326;0.1472457470543147
2045.0;1.4954105570273777e-9;372.37497212822444;50.03782071692934;7.967763737884353e-12;39.98583196461198;2.514479261927565;100.00044476406569;10.000000479849993;1.8392812980510818;0.00020901622685240873;0.16354631217392931
2046.0;1.501006377745612e-9;394.2836242344663;50.0378207169301;7.765049290913989e-12;41.59494078707103;2.406595372127132;100.0002843991025;10.000000719762927;1.6765168594466697;0.00034438423003280784;0.11504063705597281
2047.0;1.5108162490647195e-9;394.28362423447345;50.037820716931044;7.835289789421648e-12;43.08188005402926;2.4214623032309572;100.00029456744899;10.000001761876177;1.7378123094315967;0.0009256354462170878;0.14044069465388245
