period,time_step,WindOffshore,Other,Load,WindOnshore,Solar
29,8,0.74766289,96973.0,381568.0,0.335341643,0.003965752
29,9,0.747344192,106085.0,398884.0,0.34133018,0.021347179
29,10,0.749383853,109226.0,406715.0,0.339599672,0.062273027
29,11,0.748746459,104805.0,406461.0,0.338267674,0.117096871
29,12,0.735679886,100540.0,406805.0,0.341663179,0.162390404
29,13,0.730453258,95877.0,402596.0,0.345757438,0.190990265
29,14,0.707315864,93116.0,397047.0,0.349595123,0.185336389
29,15,0.66684136,92922.0,393119.0,0.350872532,0.155950523
29,16,0.66582153,93063.0,387342.0,0.340980802,0.108352566
29,17,0.693994334,96385.0,386097.0,0.33586025,0.056065374
29,18,0.696607649,104582.0,391454.0,0.326650896,0.017577928
29,19,0.700304532,108113.0,395079.0,0.331514876,0.002063263
29,20,0.682776204,105292.0,390045.0,0.333392776,0.000500185
29,21,0.639560906,97463.0,377056.0,0.341543081,0.000276889
29,22,0.573654391,90118.0,361964.0,0.352188154,0.000223296
29,23,0.477726629,85965.0,350039.0,0.34872714,0.000151843
29,24,0.401621813,81941.0,338611.0,0.349000091,0.000160774
68,1,0.235007082,73554.0,311978.0,0.13249022,0.000160774
68,2,0.238958924,73394.0,310083.0,0.139275771,0.000169706
68,3,0.269872521,73588.0,308223.0,0.142895096,0.000160774
68,4,0.240042493,74604.0,307770.0,0.141470294,0.000160774
68,5,0.18101983,75083.0,309365.0,0.139925393,0.000160774
68,6,0.128498584,77010.0,317045.0,0.135590938,0.000196502
68,7,0.119447592,87549.0,337636.0,0.134613775,0.003126155
68,8,0.117216714,100476.0,365343.0,0.131409335,0.031297287
68,9,0.094971671,105213.0,383672.0,0.122325539,0.120374869
68,10,0.085793201,99038.0,387813.0,0.111489401,0.247278936
68,11,0.078845609,92681.0,387042.0,0.10502593,0.349263076
68,12,0.071324363,87554.0,385739.0,0.103945046,0.403604598
68,13,0.067053824,84568.0,382966.0,0.107984714,0.416019902
68,14,0.06342068,82522.0,378587.0,0.113045219,0.385606871
68,15,0.04302408,81691.0,371076.0,0.113410973,0.332015626
68,16,0.026770538,82566.0,365525.0,0.108579747,0.261534208
68,17,0.015807365,85889.0,362233.0,0.106008553,0.172965743
68,18,0.010708215,93666.0,363338.0,0.107853699,0.082807405
68,19,0.007521247,106967.0,374832.0,0.112024383,0.02334792
68,20,0.008732295,114215.0,384010.0,0.118853608,0.003822843
68,21,0.015807365,104403.0,369846.0,0.124247111,0.00157201
68,22,0.030531162,93432.0,352676.0,0.124487308,0.000875324
68,23,0.036203966,84288.0,337865.0,0.12536075,0.000687754
68,24,0.048696884,75822.0,322630.0,0.128303157,0.000687754
89,1,0.521133144,51902.0,275182.0,0.268905468,0.000303683
89,2,0.506154391,53074.0,274596.0,0.265826586,0.000303683
89,3,0.486650142,53672.0,274080.0,0.263118916,0.000303683
89,4,0.443498584,52277.0,272526.0,0.257539805,0.000259025
89,5,0.391041077,52453.0,276513.0,0.246730962,0.000133978
89,6,0.374277621,64885.0,300047.0,0.239961787,0.001947149
89,7,0.35898017,84091.0,327606.0,0.233394595,0.022365413
89,8,0.341834278,89114.0,342515.0,0.219987262,0.116007181
89,9,0.297025496,82544.0,347790.0,0.200755164,0.273083121
89,10,0.276947592,72474.0,345072.0,0.178657083,0.423879953
89,11,0.263307365,68309.0,345474.0,0.175419889,0.534661987
89,12,0.264582153,67903.0,347275.0,0.183832226,0.599319824
89,13,0.249093484,65209.0,343027.0,0.19441725,0.621631645
89,14,0.243930595,64551.0,339913.0,0.20111,0.60544709
89,15,0.230290368,65634.0,334883.0,0.199750705,0.546514584
89,16,0.249220963,67390.0,326884.0,0.196218725,0.449469771
89,17,0.260375354,69637.0,319644.0,0.183220817,0.300861249
89,18,0.236983003,77545.0,318677.0,0.166527158,0.144982182
89,19,0.211805949,91878.0,325598.0,0.16082795,0.032181543
89,20,0.175538244,95608.0,331019.0,0.168836321,0.002215105
89,21,0.172478753,85336.0,319306.0,0.171331089,0.000303683
89,22,0.164447592,71296.0,303308.0,0.175736512,0.000267956
89,23,0.137804532,62769.0,289480.0,0.175441725,0.00028582
89,24,0.126650142,58490.0,276769.0,0.173432809,0.000241161
135,1,0.110141643,67017.0,242505.0,0.166434356,0.005269806
135,2,0.110906516,65138.0,237355.0,0.169742516,0.005082236
135,3,0.106253541,64863.0,235997.0,0.172854153,0.003912161
135,4,0.119511331,66149.0,236491.0,0.173443727,0.002938586
135,5,0.11963881,65718.0,235905.0,0.173563825,0.003376248
135,6,0.11562323,67071.0,240388.0,0.174448185,0.019310712
135,7,0.114985836,69955.0,250996.0,0.170981712,0.077573327
135,8,0.107655808,74126.0,266695.0,0.164545538,0.186595783
135,9,0.107528329,75478.0,280474.0,0.166641798,0.303362174
135,10,0.11759915,75920.0,290168.0,0.173995087,0.387670134
135,11,0.094907932,75486.0,296527.0,0.18425257,0.447576215
135,12,0.058895184,76032.0,302198.0,0.201885179,0.473282149
135,13,0.048314448,79049.0,306045.0,0.222165408,0.473442921
135,14,0.033973088,80062.0,303649.0,0.234491857,0.458160485
135,15,0.026451842,80982.0,298940.0,0.236102266,0.420423317
135,16,0.028172804,81576.0,294011.0,0.229747975,0.364063191
135,17,0.037160057,81210.0,287000.0,0.227902829,0.275816274
135,18,0.052393767,80781.0,281419.0,0.226456191,0.181585002
135,19,0.061253541,84490.0,280801.0,0.221504868,0.102189572
135,20,0.054943343,85431.0,274142.0,0.210193795,0.036674276
135,21,0.069093484,87156.0,271527.0,0.20779183,0.009557105
135,22,0.088661473,80342.0,264778.0,0.218797197,0.005984356
135,23,0.102237961,70621.0,254839.0,0.228852698,0.005912901
135,24,0.110396601,68773.0,246797.0,0.235763807,0.005868241
155,1,0.244504249,60966.0,248748.0,0.146274224,0.004465938
155,2,0.198548159,62107.0,244373.0,0.132839596,0.004457005
155,3,0.143413598,62996.0,241165.0,0.123395505,0.004010412
155,4,0.113328612,64329.0,241052.0,0.111145483,0.003161884
155,5,0.091784703,65068.0,242521.0,0.09911928,0.006654246
155,6,0.071770538,72084.0,260566.0,0.087922846,0.031270492
155,7,0.05832153,84412.0,286227.0,0.078604313,0.100063787
155,8,0.048696884,91471.0,304682.0,0.066900191,0.210872616
155,9,0.040601983,87712.0,312947.0,0.060944409,0.336981748
155,10,0.038179886,81692.0,316998.0,0.060431262,0.451568762
155,11,0.030212465,78844.0,320488.0,0.063673915,0.52962441
155,12,0.025113315,77756.0,322890.0,0.067615322,0.567102554
155,13,0.031296034,76417.0,320404.0,0.069165681,0.56617364
155,14,0.041876771,75069.0,315775.0,0.075121463,0.532080676
155,15,0.051373938,74571.0,310662.0,0.086312437,0.474228927
155,16,0.055198301,73917.0,305062.0,0.092088072,0.403077617
155,17,0.066352691,78766.0,304172.0,0.095756528,0.310239717
155,18,0.0798017,83162.0,301246.0,0.09558184,0.207174821
155,19,0.079355525,89708.0,298497.0,0.097399691,0.116516299
155,20,0.089808782,90676.0,292167.0,0.101701392,0.04398948
155,21,0.10434136,86645.0,285317.0,0.105533618,0.00934274
155,22,0.13398017,82238.0,277736.0,0.112089892,0.003938956
155,23,0.150233711,73565.0,265473.0,0.115250659,0.003599545
155,24,0.141182719,68437.0,249531.0,0.115157857,0.003537023
181,1,0.292053824,59395.0,267843.0,0.146841962,0.007163363
181,2,0.250368272,59319.0,262770.0,0.138615231,0.007190159
181,3,0.258399434,59547.0,260957.0,0.136688199,0.007225887
181,4,0.255913598,60157.0,260282.0,0.130694205,0.007404524
181,5,0.247627479,62065.0,265588.0,0.13066691,0.010352042
181,6,0.267641643,65189.0,281080.0,0.121463015,0.026777759
181,7,0.231628895,75800.0,306221.0,0.111172778,0.079895615
181,8,0.183250708,85962.0,327960.0,0.101816032,0.178181958
181,9,0.17394476,85513.0,340465.0,0.099610591,0.286882866
181,10,0.169992918,83081.0,346998.0,0.099976344,0.367510894
181,11,0.16062323,80999.0,351950.0,0.102935129,0.427667067
181,12,0.135956091,80268.0,354752.0,0.109911746,0.45880358
181,13,0.161388102,76828.0,352206.0,0.117636248,0.467958751
181,14,0.182677054,77310.0,352180.0,0.124716587,0.459357356
181,15,0.205049575,75630.0,350377.0,0.132845055,0.431239816
181,16,0.211232295,75298.0,345255.0,0.139363115,0.379756494
181,17,0.203711048,77309.0,340593.0,0.144461832,0.310856017
181,18,0.234688386,79768.0,336166.0,0.145821127,0.225101093
181,19,0.233349858,83543.0,331473.0,0.1479556,0.135023142
181,20,0.228378187,83373.0,321802.0,0.147633519,0.058977165
181,21,0.211041077,79908.0,312458.0,0.148294058,0.015059139
181,22,0.205049575,75060.0,303977.0,0.155609135,0.006547064
181,23,0.195807365,67154.0,291124.0,0.161390228,0.006037947
181,24,0.19733711,62436.0,276461.0,0.165631881,0.006029015
221,1,0.60029745,50836.0,237227.0,0.205782913,0.005930764
221,2,0.614320114,50872.0,235318.0,0.199772541,0.005850377
221,3,0.59825779,51283.0,233593.0,0.192752252,0.005841446
221,4,0.555934844,50104.0,231501.0,0.182189064,0.005859309
221,5,0.529419263,52449.0,236309.0,0.172439268,0.005930764
221,6,0.492896601,61650.0,251811.0,0.165489946,0.013076264
221,7,0.479766289,70147.0,270390.0,0.146377946,0.064675701
221,8,0.545035411,75498.0,288601.0,0.123319079,0.179789694
221,9,0.579518413,73682.0,300911.0,0.111980712,0.323834029
221,10,0.586720963,67974.0,308795.0,0.116582658,0.455695287
221,11,0.570084986,65216.0,317242.0,0.132217268,0.554079882
221,12,0.592839943,64604.0,323896.0,0.15221363,0.593621288
221,13,0.581494334,62104.0,323191.0,0.16259667,0.599123323
221,14,0.54516289,63087.0,321792.0,0.170779729,0.575971905
221,15,0.551791785,65270.0,318446.0,0.163808571,0.525176337
221,16,0.438526913,68149.0,314976.0,0.157705395,0.461768963
221,17,0.410736544,73008.0,310776.0,0.151700482,0.354506086
221,18,0.412967422,79271.0,306674.0,0.136518971,0.233988308
221,19,0.419660057,88514.0,303804.0,0.120638705,0.1160965
221,20,0.433172804,91180.0,298163.0,0.106712765,0.035048674
221,21,0.424822946,88307.0,294104.0,0.109900828,0.00891401
221,22,0.435786119,79252.0,283217.0,0.115294332,0.006189789
221,23,0.424886685,69603.0,269102.0,0.122685834,0.005341261
221,24,0.318314448,61661.0,256299.0,0.126911109,0.00471603
233,1,0.036650142,51005.0,240949.0,0.092912383,0.005421648
233,2,0.033144476,49318.0,234322.0,0.090745155,0.004894667
233,3,0.032889518,49377.0,230380.0,0.087093077,0.004064002
233,4,0.026770538,49685.0,229121.0,0.083375489,0.003849638
233,5,0.024922096,50379.0,231225.0,0.081235556,0.003867502
233,6,0.020141643,51364.0,235041.0,0.078789919,0.007824322
233,7,0.020077904,53084.0,241852.0,0.076060413,0.04923249
233,8,0.019631728,56482.0,256784.0,0.069160222,0.162819134
233,9,0.022754957,57331.0,271339.0,0.059508689,0.32621884
233,10,0.021033995,56520.0,281292.0,0.053749431,0.476810238
233,11,0.01944051,56692.0,289399.0,0.054890365,0.575346675
233,12,0.018611898,56582.0,290690.0,0.057024839,0.62160485
233,13,0.013385269,59166.0,299154.0,0.064869439,0.637869793
233,14,0.010007082,59477.0,296617.0,0.070252025,0.608626837
233,15,0.010389518,58286.0,290541.0,0.074106086,0.552865146
233,16,0.011154391,58105.0,285576.0,0.080962606,0.468485732
233,17,0.012875354,61074.0,281717.0,0.085051406,0.347271268
233,18,0.015552408,66928.0,277783.0,0.082190884,0.21303413
233,19,0.018101983,74424.0,276015.0,0.080012738,0.090596
233,20,0.019376771,78976.0,276054.0,0.084581931,0.02111495
233,21,0.023328612,75632.0,272943.0,0.097066691,0.00605581
233,22,0.02759915,66440.0,263326.0,0.112701301,0.005323397
233,23,0.036586402,58314.0,254118.0,0.124869439,0.00495719
233,24,0.064376771,52680.0,240622.0,0.132026203,0.004376619
264,1,0.046657224,53481.0,265958.0,0.158611591,0.003947889
264,2,0.066671388,55198.0,265795.0,0.158436903,0.002706359
264,3,0.106253541,58125.0,268806.0,0.158999181,0.001973944
264,4,0.151189802,58293.0,271230.0,0.161259212,0.001098621
264,5,0.199185552,56679.0,275336.0,0.156810118,0.00057164
264,6,0.245842776,57530.0,289500.0,0.159081066,0.001411236
264,7,0.281409349,69539.0,312144.0,0.15735056,0.016684741
264,8,0.262223796,75471.0,326630.0,0.154440906,0.078975632
264,9,0.262223796,70761.0,333616.0,0.145602766,0.206219111
264,10,0.256423513,62662.0,337518.0,0.142856883,0.341242252
264,11,0.31601983,60159.0,343258.0,0.151149122,0.448067467
264,12,0.347634561,59309.0,344980.0,0.153938678,0.489395249
264,13,0.327747875,58355.0,342744.0,0.157143117,0.485706385
264,14,0.335014164,58677.0,340706.0,0.165429897,0.449049974
264,15,0.312004249,58836.0,336148.0,0.16729142,0.387777317
264,16,0.293328612,58796.0,331173.0,0.171183695,0.314786041
264,17,0.289822946,61146.0,327045.0,0.170905286,0.20602261
264,18,0.239596317,68720.0,325583.0,0.166816486,0.098965166
264,19,0.192620397,79817.0,330820.0,0.170746975,0.026456212
264,20,0.183569405,78969.0,329544.0,0.178165772,0.005734264
264,21,0.142903683,67449.0,315074.0,0.191884269,0.004090799
264,22,0.139907932,55354.0,296661.0,0.203047948,0.003921093
264,23,0.140481587,51650.0,285527.0,0.204516422,0.003912161
264,24,0.149150142,50984.0,274169.0,0.19800928,0.003760319
267,1,0.315446176,45281.0,269678.0,0.307991993,0.000160774
267,2,0.365481587,44815.0,265085.0,0.290217451,0.000151843
267,3,0.382818697,46412.0,265467.0,0.282121736,0.000160774
267,4,0.380970255,47261.0,264962.0,0.273223546,0.000151843
267,5,0.377974504,47079.0,269347.0,0.262545719,0.000169706
267,6,0.339667139,52903.0,287120.0,0.260509508,0.000964643
267,7,0.368668555,69917.0,310919.0,0.245764716,0.01620242
267,8,0.454270538,74625.0,325080.0,0.229540533,0.082834201
267,9,0.455545326,73665.0,334072.0,0.214446365,0.195652703
267,10,0.527634561,68037.0,337370.0,0.207103994,0.301834823
267,11,0.51947592,62574.0,338306.0,0.212535711,0.379533197
267,12,0.57167847,57548.0,336699.0,0.220451279,0.423460154
267,13,0.650332861,54693.0,337488.0,0.230676008,0.433669286
267,14,0.637521247,56086.0,337917.0,0.239366755,0.41867267
267,15,0.655750708,55343.0,335380.0,0.24734783,0.37096753
267,16,0.64848442,54158.0,327597.0,0.240163771,0.288070806
267,17,0.681820114,55806.0,320594.0,0.227144027,0.178119435
267,18,0.671876771,63923.0,318661.0,0.214533709,0.071356743
267,19,0.671494334,72881.0,323234.0,0.213392776,0.013165583
267,20,0.671111898,72758.0,322080.0,0.218540624,0.001402304
267,21,0.576458924,61205.0,306936.0,0.221499409,0.000553776
267,22,0.517627479,51088.0,290416.0,0.219867164,0.000419798
267,23,0.497485836,47391.0,279694.0,0.217547084,0.000294752
267,24,0.43259915,46753.0,267275.0,0.209233009,0.000151843
282,1,0.123016997,51135.0,259721.0,0.203506505,0.00228656
282,2,0.11555949,52010.0,255950.0,0.191562188,0.001813171
282,3,0.100708215,53694.0,254427.0,0.182724047,0.001804238
282,4,0.085665722,55249.0,255961.0,0.177286871,0.001768512
282,5,0.072790368,54772.0,255842.0,0.171598581,0.001536282
282,6,0.074511331,54521.0,259346.0,0.171140024,0.001741716
282,7,0.073045326,55881.0,265694.0,0.168224911,0.006136197
282,8,0.095991502,61476.0,278702.0,0.165735602,0.059834625
282,9,0.092868272,61766.0,291361.0,0.145755618,0.204620306
282,10,0.096182719,58136.0,296296.0,0.118973705,0.358936295
282,11,0.096373938,56097.0,302434.0,0.11259758,0.483348371
282,12,0.103640226,55673.0,306448.0,0.121468474,0.556902354
282,13,0.109822946,53869.0,302477.0,0.121866982,0.576052292
282,14,0.077060906,56359.0,301769.0,0.118815395,0.549444239
282,15,0.064759207,59955.0,300618.0,0.121157311,0.478042836
282,16,0.071706799,60618.0,295189.0,0.125437176,0.361714109
282,17,0.086303116,60663.0,287773.0,0.13265399,0.202431996
282,18,0.096373938,69369.0,289614.0,0.148430534,0.060468788
282,19,0.109950425,73720.0,299272.0,0.190006369,0.010512816
282,20,0.140800283,67174.0,296859.0,0.229333091,0.002965383
282,21,0.160368272,59322.0,287501.0,0.244847603,0.002617039
282,22,0.167443343,52437.0,276525.0,0.245229734,0.001911421
282,23,0.172733711,48988.0,269003.0,0.246332453,0.001196871
282,24,0.150679886,46487.0,257176.0,0.236986626,0.001152212
292,1,0.529164306,55875.0,284828.0,0.204996816,0.000812801
292,2,0.485311614,57002.0,283139.0,0.204489128,0.000812801
292,3,0.440949009,56350.0,281870.0,0.206503503,0.000812801
292,4,0.470205383,57682.0,286019.0,0.212159039,0.000812801
292,5,0.501820114,56603.0,291313.0,0.212355563,0.000812801
292,6,0.519029745,60801.0,310616.0,0.217825493,0.000964643
292,7,0.590035411,73001.0,336026.0,0.223726685,0.005207282
292,8,0.607308782,82053.0,353399.0,0.22684924,0.040407799
292,9,0.615722379,78291.0,358914.0,0.229420435,0.129029855
292,10,0.628916431,71023.0,358392.0,0.21850787,0.232898619
292,11,0.645042493,66126.0,359285.0,0.209593303,0.312463753
292,12,0.681373938,62298.0,358519.0,0.214692021,0.356095959
292,13,0.690488669,62058.0,357874.0,0.225298881,0.365179676
292,14,0.696926345,62747.0,355474.0,0.237308707,0.339027147
292,15,0.72203966,62878.0,351121.0,0.251889728,0.292760039
292,16,0.748045326,63150.0,346115.0,0.263091621,0.21679445
292,17,0.746961756,66802.0,345342.0,0.275761987,0.125510695
292,18,0.78348442,74277.0,352605.0,0.298034756,0.046124198
292,19,0.786990085,78424.0,360009.0,0.3298335,0.008422758
292,20,0.736954674,70342.0,348262.0,0.351729597,0.003796046
292,21,0.735424929,57818.0,332437.0,0.372986989,0.002992178
292,22,0.727967422,52079.0,317543.0,0.380487672,0.001804238
292,23,0.749001416,49280.0,305672.0,0.384265308,0.000705619
292,24,0.73128187,46909.0,293086.0,0.392306432,0.000544845
338,1,0.311813032,67400.0,341348.0,0.39337094,0.000241161
338,2,0.277584986,64414.0,327498.0,0.371600401,0.000241161
338,3,0.251770538,63837.0,319422.0,0.353225366,0.000250093
338,4,0.210786119,65703.0,317782.0,0.336111364,0.000241161
338,5,0.210084986,67033.0,316397.0,0.320700573,0.000241161
338,6,0.206706799,66881.0,318116.0,0.313603858,0.000241161
338,7,0.185417847,66112.0,321229.0,0.303078883,0.000276889
338,8,0.156097733,66811.0,329634.0,0.293793104,0.003224407
338,9,0.159348442,71224.0,344506.0,0.288017469,0.030332645
338,10,0.154822946,73244.0,356745.0,0.282438359,0.085272602
338,11,0.208937678,75250.0,364814.0,0.281947047,0.136416515
338,12,0.303144476,74283.0,367932.0,0.282416522,0.163953482
338,13,0.358215297,73702.0,369551.0,0.288164862,0.169437652
338,14,0.424121813,71527.0,363313.0,0.276466199,0.156298865
338,15,0.428328612,72964.0,364847.0,0.297112182,0.116212614
338,16,0.428009915,73939.0,362463.0,0.308630698,0.070168803
338,17,0.437825779,77248.0,365051.0,0.318833591,0.0297878
338,18,0.446111898,79016.0,369884.0,0.326088618,0.005636012
338,19,0.439355525,78431.0,372445.0,0.344185242,0.000607367
338,20,0.451912181,76189.0,367710.0,0.353285415,0.000410866
338,21,0.484674221,71983.0,360244.0,0.357630789,0.000303683
338,22,0.509022663,70766.0,352549.0,0.356042217,0.000303683
338,23,0.476196884,67777.0,343488.0,0.3521554,0.000303683
338,24,0.46434136,65921.0,333737.0,0.356233282,0.000303683
346,1,0.582067989,69196.0,317583.0,0.247375125,0.00014291
346,2,0.654985836,69404.0,313070.0,0.249727959,0.000151843
346,3,0.65963881,70665.0,311166.0,0.251425712,0.000205433
346,4,0.628597733,71711.0,309540.0,0.253112547,0.000259025
346,5,0.651671388,72677.0,309449.0,0.251715039,0.00028582
346,6,0.703236544,71590.0,310257.0,0.256158675,0.000294752
346,7,0.709546742,70611.0,313269.0,0.266994814,0.000437662
346,8,0.710885269,70415.0,316419.0,0.275407151,0.002617039
346,9,0.683859774,71086.0,324188.0,0.285424439,0.020445061
346,10,0.638477337,73152.0,336697.0,0.290987171,0.08340584
346,11,0.581558073,71629.0,346033.0,0.282143572,0.160487915
346,12,0.529737961,70989.0,351077.0,0.275734692,0.20120833
346,13,0.482889518,70022.0,351624.0,0.266148667,0.215418941
346,14,0.412393767,70346.0,346707.0,0.250181057,0.200324074
346,15,0.361529745,71587.0,343635.0,0.242085343,0.159630455
346,16,0.330616148,73761.0,340185.0,0.226614503,0.10785238
346,17,0.317103399,76921.0,341869.0,0.219894459,0.054252204
346,18,0.294922096,83619.0,350841.0,0.217033937,0.013504994
346,19,0.269235128,90385.0,357860.0,0.2104995,0.001545214
346,20,0.273824363,88911.0,355259.0,0.207284142,0.000714551
346,21,0.283831445,83148.0,347249.0,0.200738786,0.000500185
346,22,0.303208215,75876.0,335711.0,0.194597398,0.000437662
346,23,0.29351983,72472.0,326701.0,0.185628241,0.000187569
346,24,0.295240793,69227.0,315503.0,0.180873442,0.000187569
